c1.diseaseId	c1.name	c2.type	c2.diseaseClassName	c0.Ngenes	c0.diseaseId2	c0.source
C0030567	Parkinson Disease	disease	Neoplasms	22	C0079218	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Respiratory Tract Diseases	22	C0080032	ALL
C0030567	Parkinson Disease	phenotype	null	22	C4020874	ALL
C0030567	Parkinson Disease	group	Mental Disorders	22	C4041080	ALL
C0030567	Parkinson Disease	disease	null	22	C0855197	ALL
C0030567	Parkinson Disease	phenotype	null	22	C0871189	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases	22	C1136249	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Skin and Connective Tissue Diseases	22	C1257930	ALL
C0030567	Parkinson Disease	disease	null	22	C1332977	ALL
C0030567	Parkinson Disease	disease	null	22	C1527349	ALL
C0030567	Parkinson Disease	group	Neoplasms ; Nervous System Diseases	22	C1527390	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases ; Pathological Conditions, Signs and Symptoms	22	C2362324	ALL
C0030567	Parkinson Disease	disease	null	22	C3250443	ALL
C0030567	Parkinson Disease	disease	null	22	C3642346	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Hemic and Lymphatic Diseases	22	C0002875	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Neoplasms	22	C0005426	ALL
C0030567	Parkinson Disease	group	Hemic and Lymphatic Diseases	22	C0005956	ALL
C0030567	Parkinson Disease	disease	Respiratory Tract Diseases	22	C0006272	ALL
C0030567	Parkinson Disease	disease	null	22	C0007104	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Respiratory Tract Diseases	22	C0007121	ALL
C0030567	Parkinson Disease	disease	null	22	C0009691	ALL
C0030567	Parkinson Disease	group	Mental Disorders	22	C0013473	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	22	C0016382	ALL
C0030567	Parkinson Disease	phenotype	Digestive System Diseases ; Pathological Conditions, Signs and Symptoms	22	C0017181	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	22	C0018834	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Respiratory Tract Diseases	22	C0019621	ALL
C0030567	Parkinson Disease	phenotype	null	22	C0021296	ALL
C0030567	Parkinson Disease	phenotype	null	22	C0270685	ALL
C0030567	Parkinson Disease	disease	null	22	C0278504	ALL
C0030567	Parkinson Disease	phenotype	Female Urogenital Diseases and Pregnancy Complications ; Neoplasms ; Pathological Conditions, Signs and Symptoms	22	C0333875	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Substance-Related Disorders	22	C0376670	ALL
C0030567	Parkinson Disease	disease	Neoplasms	22	C0206638	ALL
C0030567	Parkinson Disease	disease	Neoplasms	22	C0206693	ALL
C0030567	Parkinson Disease	disease	Neoplasms	22	C0206701	ALL
C0030567	Parkinson Disease	disease	null	21	C0149939	ALL
C0030567	Parkinson Disease	disease	null	21	C0151313	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	21	C0152115	ALL
C0030567	Parkinson Disease	group	null	21	C0154671	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Musculoskeletal Diseases ; Nervous System Diseases ; Nutritional and Metabolic Diseases	21	C0162672	ALL
C0030567	Parkinson Disease	disease	Neoplasms	21	C0206726	ALL
C0030567	Parkinson Disease	disease	null	21	C0235653	ALL
C0030567	Parkinson Disease	disease	null	21	C0238790	ALL
C0030567	Parkinson Disease	phenotype	Cardiovascular Diseases	21	C0242698	ALL
C0030567	Parkinson Disease	disease	Neoplasms	21	C0878500	ALL
C0030567	Parkinson Disease	phenotype	null	21	C0878787	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	21	C0948480	ALL
C0030567	Parkinson Disease	phenotype	null	21	C1386048	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Pathological Conditions, Signs and Symptoms	21	C0023976	ALL
C0030567	Parkinson Disease	group	Eye Diseases ; Nervous System Diseases	21	C0029132	ALL
C0030567	Parkinson Disease	phenotype	Musculoskeletal Diseases ; Pathological Conditions, Signs and Symptoms	21	C0029445	ALL
C0030567	Parkinson Disease	disease	Otorhinolaryngologic Diseases	21	C0029882	ALL
C0030567	Parkinson Disease	phenotype	Bacterial Infections and Mycoses ; Pathological Conditions, Signs and Symptoms	21	C0036983	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	21	C0040021	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	21	C0042963	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Female Urogenital Diseases and Pregnancy Complications	21	C0085166	ALL
C0030567	Parkinson Disease	phenotype	null	21	C0476403	ALL
C0030567	Parkinson Disease	disease	null	21	C0677055	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Nervous System Diseases	21	C0750901	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	21	C0751837	ALL
C0030567	Parkinson Disease	group	null	21	C0851887	ALL
C0030567	Parkinson Disease	phenotype	null	21	C1836440	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Musculoskeletal Diseases ; Stomatognathic Diseases	21	C1837218	ALL
C0030567	Parkinson Disease	disease	Animal Diseases ; Stomatognathic Diseases ; Virus Diseases	21	C0266999	ALL
C0030567	Parkinson Disease	phenotype	null	21	C0314719	ALL
C0030567	Parkinson Disease	disease	null	21	C3887461	ALL
C0030567	Parkinson Disease	group	Endocrine System Diseases ; Neoplasms	21	C0001624	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	21	C0003486	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Virus Diseases	21	C0007129	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	21	C0014868	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases ; Nutritional and Metabolic Diseases	21	C0016719	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Neoplasms	21	C0016978	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases ; Nutritional and Metabolic Diseases	21	C0017921	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Hemic and Lymphatic Diseases ; Male Urogenital Diseases	21	C0019061	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Musculoskeletal Diseases ; Nervous System Diseases	20	C0001206	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Immune System Diseases	20	C0001403	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases ; Stomatognathic Diseases	20	C0002382	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Musculoskeletal Diseases ; Neoplasms ; Stomatognathic Diseases	20	C0004779	ALL
C0030567	Parkinson Disease	disease	Respiratory Tract Diseases	20	C0006271	ALL
C0030567	Parkinson Disease	disease	Pathological Conditions, Signs and Symptoms	20	C0006370	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses	20	C0010414	ALL
C0030567	Parkinson Disease	disease	Behavior and Behavior Mechanisms	20	C0011253	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	20	C0013990	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	20	C0014869	ALL
C0030567	Parkinson Disease	disease	Eye Diseases ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	20	C0018979	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	20	C0019284	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Digestive System Diseases	20	C0019569	ALL
C0030567	Parkinson Disease	phenotype	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Musculoskeletal Diseases	20	C0020534	ALL
C0030567	Parkinson Disease	group	Mental Disorders ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	20	C0023186	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	20	C0476254	ALL
C0030567	Parkinson Disease	disease	null	20	C0545074	ALL
C0030567	Parkinson Disease	disease	null	20	C0687132	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases ; Nervous System Diseases	20	C0751356	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Neoplasms	20	C0023480	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	20	C0024031	ALL
C0030567	Parkinson Disease	group	Bacterial Infections and Mycoses	20	C0025303	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	20	C0026766	ALL
C0030567	Parkinson Disease	phenotype	Neoplasms	20	C0027659	ALL
C0030567	Parkinson Disease	disease	Eye Diseases ; Immune System Diseases ; Nervous System Diseases	20	C0027873	ALL
C0030567	Parkinson Disease	disease	Stomatognathic Diseases	20	C0029172	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Musculoskeletal Diseases	20	C0029443	ALL
C0030567	Parkinson Disease	disease	Immune System Diseases ; Skin and Connective Tissue Diseases	20	C0030807	ALL
C0030567	Parkinson Disease	disease	Stomatognathic Diseases	20	C0031094	ALL
C0030567	Parkinson Disease	group	Mental Disorders	20	C0031212	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases	20	C0032461	ALL
C0030567	Parkinson Disease	group	Female Urogenital Diseases and Pregnancy Complications	20	C0034040	ALL
C0030567	Parkinson Disease	group	Bacterial Infections and Mycoses ; Respiratory Tract Diseases	20	C0035243	ALL
C0030567	Parkinson Disease	group	Virus Diseases	20	C0035369	ALL
C0030567	Parkinson Disease	disease	Behavior and Behavior Mechanisms	20	C0038271	ALL
C0030567	Parkinson Disease	phenotype	Mental Disorders	20	C0038273	ALL
C0030567	Parkinson Disease	disease	Stomatognathic Diseases	20	C0038363	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Substance-Related Disorders	20	C0038580	ALL
C0030567	Parkinson Disease	group	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Hemic and Lymphatic Diseases	20	C0039730	ALL
C0030567	Parkinson Disease	disease	Parasitic Diseases	20	C0040558	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	20	C0042345	ALL
C0030567	Parkinson Disease	group	null	20	C0042721	ALL
C0030567	Parkinson Disease	group	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nutritional and Metabolic Diseases	20	C0085078	ALL
C0030567	Parkinson Disease	phenotype	null	20	C0152031	ALL
C0030567	Parkinson Disease	group	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Neoplasms ; Nervous System Diseases	20	C0162678	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Endocrine System Diseases ; Skin and Connective Tissue Diseases	20	C0206172	ALL
C0030567	Parkinson Disease	phenotype	null	20	C0233523	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	20	C0234378	ALL
C0030567	Parkinson Disease	phenotype	null	20	C0260037	ALL
C0030567	Parkinson Disease	disease	null	20	C0264716	ALL
C0030567	Parkinson Disease	group	null	20	C1285162	ALL
C0030567	Parkinson Disease	disease	null	20	C1332922	ALL
C0030567	Parkinson Disease	phenotype	null	20	C1457883	ALL
C0030567	Parkinson Disease	phenotype	null	20	C1519680	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Respiratory Tract Diseases	20	C1535939	ALL
C0030567	Parkinson Disease	disease	null	20	C1691215	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	20	C2004493	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	20	C2267227	ALL
C0030567	Parkinson Disease	phenotype	null	20	C2911645	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Musculoskeletal Diseases ; Nervous System Diseases	20	C2931689	ALL
C0030567	Parkinson Disease	disease	Neoplasms	20	C3805278	ALL
C0030567	Parkinson Disease	disease	null	20	C1843156	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	20	C1868675	ALL
C0030567	Parkinson Disease	disease	null	20	C0338908	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Neoplasms	20	C0375071	ALL
C0030567	Parkinson Disease	disease	null	19	C0270549	ALL
C0030567	Parkinson Disease	phenotype	null	19	C0278124	ALL
C0030567	Parkinson Disease	group	null	19	C0152021	ALL
C0030567	Parkinson Disease	disease	Eye Diseases	19	C0152136	ALL
C0030567	Parkinson Disease	disease	Eye Diseases ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	19	C0155320	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Pathological Conditions, Signs and Symptoms	19	C0162770	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	19	C0162872	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Neoplasms	19	C0205748	ALL
C0030567	Parkinson Disease	disease	Neoplasms	19	C0206634	ALL
C0030567	Parkinson Disease	disease	Neoplasms	19	C0206694	ALL
C0030567	Parkinson Disease	disease	null	19	C0220621	ALL
C0030567	Parkinson Disease	group	null	19	C0220810	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	19	C0234146	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	19	C0241772	ALL
C0030567	Parkinson Disease	disease	Neoplasms	19	C0023465	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases	19	C0024282	ALL
C0030567	Parkinson Disease	group	Parasitic Diseases	19	C0030499	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	19	C0031069	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Digestive System Diseases ; Neoplasms ; Skin and Connective Tissue Diseases	19	C0031269	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Female Urogenital Diseases and Pregnancy Complications	19	C0032965	ALL
C0030567	Parkinson Disease	group	Neoplasms	19	C0037579	ALL
C0030567	Parkinson Disease	group	Digestive System Diseases	19	C0038354	ALL
C0030567	Parkinson Disease	group	Mental Disorders ; Substance-Related Disorders	19	C0038586	ALL
C0030567	Parkinson Disease	disease	Eye Diseases	19	C0042165	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	19	C0043202	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Neoplasms ; Nutritional and Metabolic Diseases ; Skin and Connective Tissue Diseases	19	C0043346	ALL
C0030567	Parkinson Disease	disease	Immune System Diseases	19	C0085278	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Musculoskeletal Diseases	19	C0085435	ALL
C0030567	Parkinson Disease	phenotype	Cardiovascular Diseases ; Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Pathological Conditions, Signs and Symptoms	19	C0003855	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nutritional and Metabolic Diseases	19	C0005859	ALL
C0030567	Parkinson Disease	disease	Neoplasms	19	C0007120	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	19	C0008313	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases ; Neoplasms ; Skin and Connective Tissue Diseases	19	C0013312	ALL
C0030567	Parkinson Disease	group	Bacterial Infections and Mycoses	19	C0014836	ALL
C0030567	Parkinson Disease	group	Pathological Conditions, Signs and Symptoms	19	C0018273	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nutritional and Metabolic Diseases	19	C0020474	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	19	C0022346	ALL
C0030567	Parkinson Disease	phenotype	null	19	C0424323	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases	19	C0431380	ALL
C0030567	Parkinson Disease	group	null	19	C0553694	ALL
C0030567	Parkinson Disease	phenotype	null	19	C0596321	ALL
C0030567	Parkinson Disease	disease	null	19	C0728829	ALL
C0030567	Parkinson Disease	phenotype	null	19	C0746674	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Musculoskeletal Diseases ; Nervous System Diseases ; Nutritional and Metabolic Diseases	19	C0751039	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	19	C0751674	ALL
C0030567	Parkinson Disease	disease	null	19	C0796126	ALL
C0030567	Parkinson Disease	phenotype	null	19	C4048268	ALL
C0030567	Parkinson Disease	disease	null	19	C1834582	ALL
C0030567	Parkinson Disease	disease	null	19	C1839780	ALL
C0030567	Parkinson Disease	disease	null	19	C1850900	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases	19	C1955869	ALL
C0030567	Parkinson Disease	disease	null	19	C0854917	ALL
C0030567	Parkinson Disease	disease	null	19	C0870082	ALL
C0030567	Parkinson Disease	disease	null	19	C0879615	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Endocrine System Diseases ; Neoplasms	19	C0887833	ALL
C0030567	Parkinson Disease	disease	null	19	C1456781	ALL
C0030567	Parkinson Disease	phenotype	Eye Diseases	19	C1510497	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases	19	C1527311	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Hemic and Lymphatic Diseases ; Neoplasms ; Nervous System Diseases	19	C2919945	ALL
